key,issuetype,status,resolution,assignee_name,assignee_accountId,parent_key,labels,reporter_name,created,summary
CDM-254,Task,Done,Done,,,CDM-79,DQR_Listings,Eric Dixon,2023-02-01,DELFI-L101: Report Extraction Date Verification
CDM-255,Subtask,Done,Done,,,CDM-152,,Eric Dixon,2023-02-01,Typo fix: File Deletion Required?
CDM-256,Subtask,Done,Done,,,CDM-254,,Eric Dixon,2023-02-01,Typo fix: File Deletion Required?
CDM-257,Task,Done,Done,Lee Ming Sun,6061edd7b5e5510069241a8f,CDM-80,,Lee Ming Sun,2023-02-03,DELFI-L201 Lung RADS 4 - Expected Pathology
CDM-258,Task,Dismissed,Done,Eric Dixon,61df05f8ce3652006a2c82d2,,,Eric Dixon,2023-02-07,DELFI-L101: Requirements for creating Site 201-299 
CDM-259,Task,Done,Done,Eric Dixon,61df05f8ce3652006a2c82d2,CDM-79,DQR_Listings,Eric Dixon,2023-02-08,DELFI-L101: Projected 12 Month Follow Up Visit Report
CDM-260,Subtask,Done,Done,,,CDM-166,,Lee Ming Sun,2023-02-08,Update edc_crf_metadata_summarize_page_data() to adjust pending_sdv
CDM-261,Task,Dismissed,Done,Erica Peters,627d4ac1f29dcb0068f9a5e1,,,Erica Peters,2023-02-09,Update NYU FANSS Tube Barcode IDs
CDM-262,Task,Done,Done,Eric Dixon,61df05f8ce3652006a2c82d2,CDM-79,DQR_Listings,Eric Dixon,2023-02-09,DELFI-L101 Clean Patient Tracker
CDM-263,Subtask,Done,Done,,,CDM-278,,Eric Dixon,2023-02-09,Update FU date references from 14FEB2023 to 08MAR2023 & 31MAR2023
CDM-264,Subtask,In Progress,,Lee Ming Sun,6061edd7b5e5510069241a8f,CDM-150,,Lee Ming Sun,2023-02-10,DQR: Exclusion 1 Review - handle duplicate records in raw data
CDM-265,Subtask,In Progress,,Lee Ming Sun,6061edd7b5e5510069241a8f,CDM-151,,Lee Ming Sun,2023-02-10,DQR: Exclusion 2 Review - handle duplicate records in raw data
CDM-266,Subtask,To Do,,,,CDM-166,,Lee Ming Sun,2023-02-13,Update Expected SDV to only be assessed for Entered Pages
CDM-267,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-148,,Lee Ming Sun,2023-02-16,Update Inclusion 5 Review Logic
CDM-268,Task,Done,Done,Erica Peters,627d4ac1f29dcb0068f9a5e1,,,Erica Peters,2023-02-17,LEMA: Merge new columns
CDM-269,Task,Dismissed,Done,Eric Dixon,61df05f8ce3652006a2c82d2,CDM-79,DQR_Listings,Eric Dixon,2023-02-17,DELFI-L101: Posit Connect CDM Pipeline Development
CDM-270,Task,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-80,,Lee Ming Sun,2023-02-17,DELFI-L201 Plasma Volume Verification
CDM-271,Task,To Do,,,,CDM-80,,Lee Ming Sun,2023-02-17,DELFI-L201 Sample Recollection Due to Hemolysis
CDM-272,Task,Done,Done,Erica Peters,627d4ac1f29dcb0068f9a5e1,,,Erica Peters,2023-02-17,TS: Automate Final Data S3 folder into one Excel workbook
CDM-273,Subtask,Done,Done,Eric Dixon,61df05f8ce3652006a2c82d2,CDM-152,DQR_Listings,Eric Dixon,2023-02-21,Add Subject Disposition form status and remove subjects that have completed required forms
CDM-274,Subtask,Done,Done,Lee Ming Sun,6061edd7b5e5510069241a8f,CDM-168,,Lee Ming Sun,2023-02-22,Update SDV Status Logic - account for metric lag for newly entered data
CDM-275,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-225,,Lee Ming Sun,2023-03-01,Transition L201 Jupyter Notebook EDC Metrics to using PositConnect and Restructure Outputs
CDM-276,Subtask,Done,Done,,,CDM-278,,Eric Dixon,2023-03-01,Update 'Evaluation' column for LDT Validation 
CDM-277,Subtask,Done,Done,,,CDM-278,,Eric Dixon,2023-03-01,Update 'AV 2023 Samples?' column to only include Cohort C 
CDM-278,Task,Done,Done,Eric Dixon,61df05f8ce3652006a2c82d2,CDM-79,CPT_Component,Eric Dixon,2023-03-01,DELFI-L101 Subject Information Table
CDM-279,Subtask,Done,Done,,,CDM-262,,Eric Dixon,2023-03-01,Update Samples_Selected_2022_MCED_IA with AV_Cross_Reactivity_Subject_List in CPT
CDM-280,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-179,,Vincent Puga-Aragon,2023-03-03,Fix duplication of rows in Blood Specimen Collection Listing
CDM-281,Task,Done,Done,Erica Peters,627d4ac1f29dcb0068f9a5e1,,,Erica Peters,2023-03-03,Create Non-cancer Control dataset
CDM-282,Task,To Do,,,,CDM-80,,Lee Ming Sun,2023-03-07,DELFI-L201 Other Cancer Type Review
CDM-283,Task,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-80,,Vincent Puga-Aragon,2023-03-07,Upload Clario Data to S3
CDM-284,Task,Dismissed,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-80,,Vincent Puga-Aragon,2023-03-08,Create a utility script for restoring old comments
CDM-285,Task,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-80,,Lee Ming Sun,2023-03-09,DELFI-L201 Other Cancer Type Review
CDM-286,Task,Done,Done,,,CDM-79,DQR_Listings,Eric Dixon,2023-03-13,DELFI-L101: Site 120 12 Month Internal Form Data Entry Check
CDM-287,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-168,,Vincent Puga-Aragon,2023-03-14,Bug: Fix duplicate records of Consent Listing
CDM-288,Subtask,To Do,,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-159,,Vincent Puga-Aragon,2023-03-14,Add Duplication Check Logic to DQRM
CDM-289,Task,Done,Done,Eric Dixon,61df05f8ce3652006a2c82d2,CDM-79,,Eric Dixon,2023-03-15,DELFI-L101: Subject Transfer - Site 104 to Site 119
CDM-290,Subtask,Done,Done,,,CDM-278,,Eric Dixon,2023-03-16,Update 'AV 2023 Samples?' column to include CDS derived variable group for AV subjects
CDM-291,Subtask,Done,Done,,,CDM-278,,Eric Dixon,2023-03-16,Update FU_12M_Expected variable to include CDS derived variable group for AV subjects
CDM-292,Subtask,Done,Done,,,CDM-278,,Eric Dixon,2023-03-16,Update Evaluation variable to include CDS derived variable group for AV subjects
CDM-293,Task,To Do,,,,,,Lee Ming Sun,2023-03-20,DELFI-L201 Clario Workflow Review Tracker
CDM-294,Task,Done,Done,Erica Peters,627d4ac1f29dcb0068f9a5e1,,,Erica Peters,2023-03-21,TS: Merge JHU data sources
CDM-295,Task,Done,Done,Erica Peters,627d4ac1f29dcb0068f9a5e1,,,Erica Peters,2023-03-21,TS: Clean Foda dataset
CDM-296,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-195,,Vincent Puga-Aragon,2023-03-23,Update filter for late forms listing
CDM-297,Task,Done,Done,,,CDM-79,,Lee Ming Sun,2023-03-24,DELFI-L101-NYU Screening Data Pipeline Scripts
CDM-298,Subtask,Done,Done,,,CDM-297,,Lee Ming Sun,2023-03-24,Update pipeline scripts for data extraction
CDM-299,Task,Done,Done,,,CDM-79,,Lee Ming Sun,2023-03-24,DELFI-L101-NYU Bronchoscopy Data Pipeline Scripts
CDM-300,Subtask,Done,Done,,,CDM-299,,Lee Ming Sun,2023-03-24,Update pipeline scripts for data extraction
CDM-301,Task,Dismissed,Done,,,CDM-79,,Lee Ming Sun,2023-03-24,DELFI-L101-NYU Surgery Data Pipeline Scripts
CDM-302,Task,Done,Done,,,CDM-79,,Lee Ming Sun,2023-03-24,DELFI-L101-NYU Surgery Data Pipeline Scripts
CDM-303,Subtask,Done,Done,,,CDM-302,,Lee Ming Sun,2023-03-24,Update Cohort Assignment Review Listing
CDM-304,Task,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-80,,Vincent Puga-Aragon,2023-04-07,L201 Clario Workflow Metadata Update
CDM-305,Task,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-80,,Lee Ming Sun,2023-04-10,DELFI-L201 EDC Release v3 - Missing Datapoints
CDM-306,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-166,,Vincent Puga-Aragon,2023-04-10,Assign Tier 1 when tSDV does not assign a tier
CDM-307,Task,To Do,,Lee Ming Sun,6061edd7b5e5510069241a8f,CDM-80,,Lee Ming Sun,2023-04-10,DELFI-L201 EDC Release v3 - tSDV Alignment
CDM-308,Task,To Do,,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-80,DQR_Listings,Lee Ming Sun,2023-04-10,DELFI-L201 L101 Enrollment Verification Listing
CDM-309,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-225,,Vincent Puga-Aragon,2023-04-13,Create Bubble Plots for EDC Metrics
CDM-310,Subtask,Done,Done,,,CDM-278,,Eric Dixon,2023-04-19,Update FU date reference 31OCT2023
CDM-311,Subtask,Done,Done,Eric Dixon,61df05f8ce3652006a2c82d2,CDM-278,,Eric Dixon,2023-04-19,Update FU_12M_Expected & Evaluation variables for Q4 2023 cleaning activities
CDM-312,Subtask,Done,Done,,,CDM-278,,Eric Dixon,2023-04-19,Update Evaluation variable to include all subjects with value based on enrollment date
CDM-313,Subtask,Done,Done,,,CDM-262,,Eric Dixon,2023-04-19,Update Priority_LDT_Train variable to reference FU_12M_Expected_LDT_Training instead of FU_12M_Expected
CDM-314,Subtask,Done,Done,,,CDM-262,,Eric Dixon,2023-04-19,Update Clean Status values to show if FU data is missing for more than for weeks past expected date  
CDM-315,Subtask,Done,Done,,,CDM-262,,Eric Dixon,2023-04-19,"Deprecate/Hide columns: ""LDT Testing Subject List - Monitoring and Cleaning"" & ""AV 2023 Samples?"""
CDM-316,Task,Done,Done,Eric Dixon,61df05f8ce3652006a2c82d2,CDM-79,,Eric Dixon,2023-04-19,DELFI-L101: Site Payments
CDM-317,Subtask,Done,Done,Eric Dixon,61df05f8ce3652006a2c82d2,CDM-316,,Eric Dixon,2023-04-19,Update Payments Tracker sheet to include all payment events
CDM-318,Task,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-80,,Lee Ming Sun,2023-04-25,DELFI-L201 Suspicious Nodule Case Tracker
CDM-319,Task,Dismissed,Done,Eric Dixon,61df05f8ce3652006a2c82d2,CDM-79,,Eric Dixon,2022-08-23,"L101: Update export_clean_patient_tracker() to remove ""Priority"" and ""LDT Train 2022 Samples?"" columns."
CDM-320,Task,Dismissed,Done,Eric Dixon,61df05f8ce3652006a2c82d2,CDM-79,,Eric Dixon,2022-08-23,L101 add Priority column for the LDT validation cleaning efforts to the export_clean_patient_tracker() 
CDM-321,Task,Dismissed,Done,Eric Dixon,61df05f8ce3652006a2c82d2,,,Eric Dixon,2023-01-31,DELFI-L101: Inclusion 2-4 listing issue
CDM-322,Subtask,To Do,,,,CDM-289,,Eric Dixon,2023-04-28,Apply data quality review and report review records for subjects transferred from Site 104 to Site 119
CDM-323,Task,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-80,,Vincent Puga-Aragon,2023-05-03,L201 tSDV Monitoring Report
CDM-324,Subtask,Done,Done,,,CDM-181,,Eric Dixon,2023-05-04,Bug: Fix duplicate records for Unassigned Cohort Review listing
CDM-325,Task,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,,,Vincent Puga-Aragon,2023-05-05,Add Distinct to delfiawsr gsheet read-in
CDM-326,Task,Done,Done,Erica Peters,627d4ac1f29dcb0068f9a5e1,,,Erica Peters,2023-05-08,TS: JHU Pembro updates
CDM-327,Subtask,Done,Done,Eric Dixon,61df05f8ce3652006a2c82d2,CDM-286,,Eric Dixon,2023-05-09,Update output to prod file and add distinct() function to google sheet read in function
CDM-328,Task,Done,Done,Erica Peters,627d4ac1f29dcb0068f9a5e1,,,Erica Peters,2023-05-09,TS: JHUPembro further updates
CDM-329,Task,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-80,,Payam Khodabakhshi,2023-03-02,Automate slide generation for the Centralized Data Review meeting
CDM-330,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-329,,Vincent Puga-Aragon,2023-03-29,Subset and reorder tables by total participants per site
CDM-331,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-329,,Vincent Puga-Aragon,2023-05-02,Create parallel file to streamline slide generation
CDM-332,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-285,,Vincent Puga-Aragon,2023-05-10,Add Other Cancer Type to pipeline
CDM-333,Task,Done,Done,Eric Dixon,61df05f8ce3652006a2c82d2,CDM-79,DQR_Listings,Eric Dixon,2023-05-15,DELFI-L101: Prior Cancer History & FU Cancer Review
CDM-334,Task,Dismissed,Done,,,,,Eric Dixon,2023-05-15,DELFI-L101: Ad hoc Report - Chest CT Scan Review
CDM-335,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-318,,Vincent Puga-Aragon,2023-05-17,Add pathology column and rearrange confirmed cancer column
CDM-336,Task,Done,Done,Erica Peters,627d4ac1f29dcb0068f9a5e1,,,Erica Peters,2023-05-19,TS: JHU Pembro resolve WGS/MAF timepoint gaps
CDM-337,Task,Dismissed,Done,Erica Peters,627d4ac1f29dcb0068f9a5e1,,,Erica Peters,2023-05-19,TS: JHUPembro EPR reports
CDM-338,Task,Done,Done,Eric Dixon,61df05f8ce3652006a2c82d2,CDM-79,DQR_Listings,Eric Dixon,2023-05-19,DELFI-L101: Chest CT Scan Type Reconciliation Review
CDM-339,Task,Done,Done,Erica Peters,627d4ac1f29dcb0068f9a5e1,,,Erica Peters,2023-05-22,TS: Further JHU Pembro edits
CDM-340,Task,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-80,,Vincent Puga-Aragon,2023-05-22,Derived RADS Score Listing
CDM-341,Task,Done,Done,Eric Dixon,61df05f8ce3652006a2c82d2,CDM-79,DQR_Listings,Eric Dixon,2023-05-24,DELFI-L101:  Pending Discontinuation Review
CDM-342,Subtask,Done,Done,,,CDM-341,,Eric Dixon,2023-05-24,DELFI-L101: Pending Discontinuation Review - remove duplicate rows
CDM-343,Task,Done,Done,,,CDM-79,,Lee Ming Sun,2023-05-26,DELFI-L101 LDT Training & Validation Clean Status List Generation
CDM-344,Task,Dismissed,Done,Erica Peters,627d4ac1f29dcb0068f9a5e1,,,Erica Peters,2023-05-30,TS: JHUPembro 6 additional patients
CDM-345,Task,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-80,,Vincent Puga-Aragon,2023-05-30,Inclusion #2-4 Duplication Bug for Issue Generation
CDM-346,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-225,,Vincent Puga-Aragon,2023-05-30,Minor bubble plot updates
CDM-347,Subtask,Dismissed,Done,,,CDM-339,,Erica Peters,2023-05-31,error
CDM-348,Task,Done,Done,,,CDM-79,DQR_Listings,Eric Dixon,2023-06-01,DELFI-L101: Cancer Status Review
CDM-349,Task,Done,Done,,,CDM-79,DQR_Listings,Eric Dixon,2023-06-01,DELFI-L101: Non-Cancer Status Review
CDM-350,Task,Done,Done,,,CDM-79,DQR_Listings,Eric Dixon,2023-06-01,DELFI-L101: EDC vs LIMS Reconciliation
CDM-351,Task,Done,Done,,,CDM-79,DQR_Listings,Eric Dixon,2023-06-01,DELFI-L101: Inclusion #2-4 Review
CDM-352,Task,Done,Done,,,CDM-79,DQR_Listings,Eric Dixon,2023-06-01,DELFI-L101: Inclusion #5 Review
CDM-353,Task,Done,Done,,,CDM-79,DQR_Listings,Eric Dixon,2023-06-01,DELFI-L101: Medrio Calculated Values
CDM-354,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-318,,Vincent Puga-Aragon,2023-06-01,Add enrollment columns and 4mfu query status columns
CDM-355,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-225,,Vincent Puga-Aragon,2023-06-02,Update SDV bubble label threshold
CDM-356,Subtask,Done,Done,,,CDM-186,,Eric Dixon,2023-06-02,DELFI-L101: Priority Subject Tracker - remove duplicates & update filter reference
CDM-357,Subtask,Done,Done,Eric Dixon,61df05f8ce3652006a2c82d2,CDM-262,,Eric Dixon,2023-06-05,Update 'Clean Status' for withdrawn subjects
CDM-358,Subtask,Done,Done,Eric Dixon,61df05f8ce3652006a2c82d2,CDM-262,,Eric Dixon,2023-06-05,Update Priority column values
CDM-359,Task,To Do,,Vincent Puga-Aragon,623cee92b75ca80070575861,,,Vincent Puga-Aragon,2023-06-06,Unique Identifier Creation for rows in DQR Listings
CDM-360,Subtask,Done,Done,,,CDM-333,,Eric Dixon,2023-06-06,Correct function name for the Prior Cancer History & FU Cancer Review
CDM-361,Task,Dismissed,Done,Erica Peters,627d4ac1f29dcb0068f9a5e1,,,Erica Peters,2023-06-08,TS: Curate LEMA analysis set.
CDM-362,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-318,,Vincent Puga-Aragon,2023-06-08,Merge review status and comments from previous suspicous nodules listing
CDM-363,Subtask,Done,Done,Eric Dixon,61df05f8ce3652006a2c82d2,CDM-333,,Eric Dixon,2023-06-08,DELFI-L101: Prior Cancer History & FU Cancer Review: Update s3 file output locations to DQR folders
CDM-364,Subtask,Done,Done,Eric Dixon,61df05f8ce3652006a2c82d2,CDM-333,,Eric Dixon,2023-06-09,DELFI-L101: Prior Cancer History & FU Cancer Review - s3 output file creates a new row in the table for cells that have a line return character
CDM-365,Task,Done,Done,,,CDM-79,DQR_Listings,Eric Dixon,2023-06-09,DELFI-L101: AFT Report 
CDM-366,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-318,,Vincent Puga-Aragon,2023-06-13,Add cancer type and provisional cancer status variables
CDM-367,Task,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,,,Lee Ming Sun,2023-06-13,DELFI-L201 Erroneous Clario 4MFU Visits
CDM-368,Task,To Do,,Eric Dixon,61df05f8ce3652006a2c82d2,,DQR_Listings,Eric Dixon,2023-06-14,DELFI-L101: Refactor Data Quality Review Pipeline Code
CDM-369,Subtask,To Do,,,,CDM-368,,Eric Dixon,2023-06-14,cdm_s3_export function
CDM-370,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-148,,Lee Ming Sun,2023-06-15,Add Additional Fields to Inclusion 5 Listing
CDM-371,Task,To Do,,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-80,,Vincent Puga-Aragon,2023-06-20,DELFI-L201 General Edit Checks Structure
CDM-372,Subtask,To Do,,,,CDM-371,,Lee Ming Sun,2023-06-21,DELFI-L201 Inactivated Casebooks Check
CDM-373,Subtask,To Do,,,,CDM-371,,Lee Ming Sun,2023-06-21,DELFI-L201 Suspicious Criteria Checks
CDM-374,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-318,,Lee Ming Sun,2023-06-21,Add Clario Visit Hyperlinks to Enrollment Clario Visit Status and 4MFU Clario Visit Status Fields
CDM-375,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-195,,Lee Ming Sun,2023-06-21,Add S37 Sub-I Information
CDM-376,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-225,,Vincent Puga-Aragon,2023-06-23,Add logic to handle sub site columns
CDM-377,Task,To Do,,Vincent Puga-Aragon,623cee92b75ca80070575861,,,Vincent Puga-Aragon,2023-06-26,API Learning
CDM-378,Subtask,To Do,,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-318,,Vincent Puga-Aragon,2023-06-27,Add Participant Disposition Status and Discontinuation Reason
CDM-379,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-318,,Vincent Puga-Aragon,2023-06-27,Clario Enrollment and 12MFU Cancer Case Tracker
CDM-380,Task,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-80,,Vincent Puga-Aragon,2023-06-28,Retired L201 Suspicous Nodules Pathology listing
CDM-381,Subtask,Done,Done,,,CDM-316,,Eric Dixon,2023-06-28,Update Payment Tracker RE_FU and Follow-Up Payment column derivations
CDM-382,Subtask,Done,Done,,,CDM-262,,Eric Dixon,2023-06-28,Update priority column to include Cohort C subjects
CDM-383,Subtask,Done,Done,,,CDM-316,,Eric Dixon,2023-06-28,Add DELFI-L101: Site Payments to the cdm_monorepo 
CDM-384,Task,To Do,,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-80,,Vincent Puga-Aragon,2023-06-29,L201 PPD KPIs
CDM-385,Task,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-80,,Vincent Puga-Aragon,2023-07-07,PPD Report Add Total S37 summation row
CDM-386,Subtask,Done,Done,,,CDM-262,,Eric Dixon,2023-07-10,Add 'Cleaning Metrics' sheet to CPT to summarize 2023 cleaning goals progress
CDM-387,Task,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-80,,Vincent Puga-Aragon,2023-07-11,L201 Inclusion #5 Duplicate Fix in join df
CDM-388,Subtask,Dismissed,Done,,,CDM-350,,Eric Dixon,2023-07-17,Bug fix: `Aliquot Suffix` read in as a list
CDM-389,Task,Done,Done,Erica Peters,627d4ac1f29dcb0068f9a5e1,,,Erica Peters,2023-07-19,TS: Create Liver checker
CDM-390,Task,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,,,Vincent Puga-Aragon,2023-07-19,Time Card Pilot
CDM-391,Task,To Do,,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-80,,Lee Ming Sun,2023-07-19,DELFI-L201 Duplicate Enrollment Review
CDM-392,Task,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,,,Vincent Puga-Aragon,2023-07-21,Update L201 SURF Read In files to parquet
CDM-393,Task,Dismissed,Done,,,CDM-79,CPT_Component,Eric Dixon,2023-07-21,DELFI-L101: LIMS Lab Derived Data Table
CDM-394,Subtask,Dismissed,Done,,,CDM-393,,Eric Dixon,2023-07-21,Read surf files as parquet type instead of .tsv
CDM-395,Task,Done,Done,,,CDM-79,,Eric Dixon,2023-07-21,DELFI-L101: Monitoring Visit & Visit Report Tracker - IMV Report Metrics
CDM-396,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-201,,Vincent Puga-Aragon,2023-07-26,Add S37 Sub-Ids
CDM-397,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-145,,Vincent Puga-Aragon,2023-07-26,Remove Pages write out to gsheets for CPT
CDM-398,Task,Done,Done,,,CDM-79,,Eric Dixon,2023-08-01,DELFI-L101: Adhoc request - MM review of scan type variable for Cohort A subjects
CDM-399,Subtask,Done,Done,,,CDM-185,,Eric Dixon,2023-08-02,Add percent totals for imv report metrics
CDM-400,Subtask,Done,Done,,,CDM-333,,Eric Dixon,2023-08-04,"Re-apply dropped ""ClinOps Reviewer Date"""
CDM-401,Subtask,Done,Done,,,CDM-185,,Eric Dixon,2023-08-09,Add grand total row for all columns
CDM-402,Subtask,Done,Done,,,CDM-186,,Eric Dixon,2023-08-09,Medical Monitoring / ClinOps Pending Data Quality Reviews should not show dqr counts that are not ready for review
CDM-403,Subtask,Done,Done,,,CDM-348,,Eric Dixon,2023-08-23,"Add ""Staging Type"" variable to the Cancer Status Review"
CDM-404,Subtask,Done,Done,,,CDM-186,,Eric Dixon,2023-08-23,Include all site 102 and site 119 subjects to the priority review listing
CDM-405,Subtask,Done,Done,,,CDM-365,,Eric Dixon,2023-08-25,Add Cohort Assignment and Cancer Type
CDM-407,Subtask,Done,Done,,,CDM-185,,Eric Dixon,2023-08-28,Add upcoming and overdue columns for Counts of Report Status columns 
CDM-408,Task,To Do,,,,,,Vincent Puga-Aragon,2023-08-29,CDR Updates
CDM-409,Subtask,Done,Done,,,CDM-152,,Eric Dixon,2023-08-29,Remove duplicate records from listing
CDM-410,Subtask,Done,Done,,,CDM-186,,Eric Dixon,2023-08-29,Bug fix: remove duplicates causing mutate function to fail
CDM-411,Subtask,Done,Done,,,CDM-145,,Vincent Puga-Aragon,2023-08-30,Add logic for 4MFU and 12MFU Clario Data
CDM-412,Task,Dismissed,Done,,,CDM-79,,Eric Dixon,2023-08-30,DELFI-L101: Remove duplicates from all google sheet data quality review read in functions
CDM-413,Subtask,In Progress,,,,CDM-184,,Vincent Puga-Aragon,2023-09-05,Add 4MFU and 12MFU Derived Clario Workflow Data
CDM-414,Subtask,Dismissed,Done,,,CDM-341,,Eric Dixon,2023-09-07,"Subject 124-001 is pulling in the Unscheduled Visit ""Blood Sample Collection"" eCRF instead of Enrollment Visit eCRF"
CDM-415,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-318,,Vincent Puga-Aragon,2023-09-08,Fix multiple 4MFU visit
CDM-416,Task,Done,Done,,,CDM-80,,Eric Dixon,2023-09-18,DELFI-L201 Surf Search Posit-Connect Report
CDM-417,Task,To Do,,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-80,,Vincent Puga-Aragon,2023-09-19,Add latest ALS to AWS directory
CDM-418,Task,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-80,,Vincent Puga-Aragon,2023-09-19,CDR Updates from August Meeting
CDM-419,Subtask,Done,Done,,,CDM-262,,Eric Dixon,2023-09-20,Update priority column for end of year milestones 2023
CDM-420,Subtask,Done,Done,,,CDM-262,,Eric Dixon,2023-09-20,Update cleaning metrics sheet based on end of year milestones 2023
CDM-421,Task,To Do,,Vincent Puga-Aragon,623cee92b75ca80070575861,,,Vincent Puga-Aragon,2023-09-26,CDR Cancer Details
CDM-422,Subtask,Done,Done,,,CDM-316,,Eric Dixon,2023-09-29,Replace UAT google sheets with Production google sheets 
CDM-423,Subtask,To Do,,,,CDM-416,,Eric Dixon,2023-10-19,Bug fix: Issue found in Surf_Searcher_Report when generating the tube_barcode_id selection list.
CDM-424,Subtask,Done,Done,,,CDM-348,,Eric Dixon,2023-10-20,"Update ""Ready for Review"" column to include site 300 and cohort a edge cases "
CDM-425,Subtask,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-318,,Vincent Puga-Aragon,2023-10-26,Add MM tab to Clario Case Tracker
CDM-426,Task,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-80,,Vincent Puga-Aragon,2023-11-01,Provisional Cancer Weekly Summary
CDM-427,Subtask,Done,Done,,,CDM-152,,Eric Dixon,2023-11-01,"Update ""Ready for Review"" column to include site 300"
CDM-428,Subtask,Done,Done,,,CDM-278,,Eric Dixon,2023-11-01,Update Evaluation variable to identify L101 V1 Re-Run subject list
CDM-429,Task,To Do,,Vincent Puga-Aragon,623cee92b75ca80070575861,,,Vincent Puga-Aragon,2023-11-02,Programmatic DQR Gsheet
CDM-430,Task,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,,,Vincent Puga-Aragon,2023-11-07,December CDR Updates
CDM-431,Subtask,Done,Done,,,CDM-262,,Eric Dixon,2023-11-09,Add cleaning metrics for the L101 V1 Rerun participants 
CDM-432,Task,Done,Done,Vincent Puga-Aragon,623cee92b75ca80070575861,CDM-80,,Vincent Puga-Aragon,2023-11-13,General Comments DQR Listing
CDM-434,Subtask,Done,Done,,,CDM-262,,Eric Dixon,2023-11-29,Add new priority for Cohort A subjects included in CT
CDM-435,Subtask,Done,Done,,,CDM-262,,Eric Dixon,2023-11-29,"Update Clean_Status_FU derivation so that L101 V1 Rerun participants enrolled after 31Oct2022 are no longer labeled ""Not Applicable"""
